,fold,epoch,total_train_loss,avg_train_loss,total_val_loss,avg_val_loss,val_accuracy,f1_macro,report
10,3,2,13.650289699435234,0.4706996448081115,2.9981745183467865,0.3747718147933483,0.87,0.6849016393946392,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    16.00
1                  0.87    0.95      0.91   148.00
2                  0.86    0.89      0.87    61.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.58    0.61      0.59   225.00
weighted avg       0.80    0.87      0.83   225.00"
11,3,3,10.480709560215473,0.36140377793846457,2.487596657127142,0.31094958214089274,0.88,0.7085150428219066,"              precision  recall  f1-score  support
0                  1.00    0.06      0.12    16.00
1                  0.88    0.97      0.92   148.00
2                  0.89    0.89      0.89    61.00
accuracy           0.88    0.88      0.88     0.88
macro avg          0.92    0.64      0.64   225.00
weighted avg       0.89    0.88      0.85   225.00"
12,3,4,6.702591106295586,0.23112383125157193,2.246953407302499,0.28086917591281235,0.89,0.8425269675382941,"              precision  recall  f1-score  support
0                  0.70    0.44      0.54    16.00
1                  0.91    0.95      0.93   148.00
2                  0.89    0.89      0.89    61.00
accuracy           0.89    0.89      0.89     0.89
macro avg          0.83    0.76      0.78   225.00
weighted avg       0.89    0.89      0.89   225.00"
13,3,5,3.902126729488373,0.1345560941202887,2.9801766155287623,0.3725220769410953,0.88,0.7247447950899031,"              precision  recall  f1-score  support
0                  0.50    0.06      0.11    16.00
1                  0.87    0.98      0.92   148.00
2                  0.95    0.87      0.91    61.00
accuracy           0.88    0.88      0.88     0.88
macro avg          0.77    0.64      0.65   225.00
weighted avg       0.86    0.88      0.86   225.00"
14,4,1,22.05684781074524,0.7605809589912151,4.192619562149048,0.524077445268631,0.82,0.632090727153347,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    16.00
1                  0.82    0.95      0.88   148.00
2                  0.83    0.72      0.77    61.00
accuracy           0.82    0.82      0.82     0.82
macro avg          0.55    0.56      0.55   225.00
weighted avg       0.76    0.82      0.79   225.00"
15,4,2,13.140965655446053,0.45313674673951904,3.4113689213991165,0.42642111517488956,0.84,0.6735939665898822,"              precision  recall  f1-score  support
0                  0.50    0.06      0.11    16.00
1                  0.85    0.96      0.90   148.00
2                  0.84    0.75      0.79    61.00
accuracy           0.84    0.84      0.84     0.84
macro avg          0.73    0.59      0.60   225.00
weighted avg       0.82    0.84      0.81   225.00"
16,4,3,9.705636229366064,0.3346771113574505,3.008098404854536,0.376012300606817,0.87,0.7063614953067818,"              precision  recall  f1-score  support
0                  0.67    0.25      0.36    16.00
1                  0.85    1.00      0.92   148.00
2                  0.98    0.70      0.82    61.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.83    0.65      0.70   225.00
weighted avg       0.87    0.87      0.85   225.00"
17,4,4,6.085023762658238,0.20982840560890478,2.5921289026737213,0.32401611283421516,0.88,0.7729697812148899,"              precision  recall  f1-score  support
0                  0.50    0.44      0.47    16.00
1                  0.88    0.99      0.93   148.00
2                  0.96    0.72      0.82    61.00
accuracy           0.88    0.88      0.88     0.88
macro avg          0.78    0.72      0.74   225.00
weighted avg       0.88    0.88      0.87   225.00"
18,4,5,3.5162207325920463,0.12124899077903607,3.135372352786362,0.39192154409829527,0.87,0.7559666204317806,"              precision  recall  f1-score  support
0                  0.71    0.31      0.43    16.00
1                  0.85    0.99      0.92   148.00
2                  0.96    0.72      0.82    61.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.84    0.68      0.73   225.00
weighted avg       0.87    0.87      0.86   225.00"
19,5,1,22.14135044813156,0.7634948430390194,3.884815603494644,0.4856019504368305,0.86,0.6766917098575954,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    16.00
1                  0.86    0.96      0.90   148.00
2                  0.88    0.85      0.87    61.00
accuracy           0.86    0.86      0.86     0.86
macro avg          0.58    0.60      0.59   225.00
weighted avg       0.80    0.86      0.83   225.00"
20,5,2,13.705691292881966,0.47261004458213673,2.83945569396019,0.3549319617450237,0.87,0.6831651337458801,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    16.00
1                  0.86    0.97      0.91   148.00
2                  0.91    0.85      0.88    61.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.59    0.61      0.60   225.00
weighted avg       0.81    0.87      0.84   225.00"
21,5,3,9.364829871803522,0.3229251679932249,2.231153866276145,0.2788942332845181,0.89,0.7751477250652954,"              precision  recall  f1-score  support
0                  0.75    0.38      0.50    16.00
1                  0.89    0.97      0.93   148.00
2                  0.93    0.84      0.88    61.00
accuracy           0.89    0.89      0.89     0.89
macro avg          0.86    0.73      0.77   225.00
weighted avg       0.89    0.89      0.89   225.00"
22,5,4,5.094769064337015,0.17568169187369018,2.952898444607854,0.36911230557598174,0.87,0.7021054759818758,"              precision  recall  f1-score  support
0                  1.00    0.12      0.22    16.00
1                  0.84    0.98      0.91   148.00
2                  0.94    0.79      0.86    61.00
accuracy           0.87    0.87      0.87     0.87
macro avg          0.93    0.63      0.66   225.00
weighted avg       0.88    0.87      0.84   225.00"
