,fold,epoch,total_train_loss,avg_train_loss,total_val_loss,avg_val_loss,val_accuracy,f1_macro,report
10,3,1,51.81544554233551,1.7867395014598453,12.922461748123169,1.6153077185153961,0.49,0.1905235437595104,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    14.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.45    0.85      0.59    86.00
4                  0.59    0.60      0.59    57.00
5                  0.00    0.00      0.00     5.00
6                  1.00    0.10      0.17    42.00
7                  0.00    0.00      0.00    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.49    0.49      0.49     0.49
macro avg          0.23    0.17      0.15   225.00
weighted avg       0.51    0.49      0.41   225.00"
11,3,2,35.95836740732193,1.2399437037007561,9.600813865661621,1.2001017332077026,0.67,0.32177544387306517,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    14.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.66    0.87      0.75    86.00
4                  0.68    0.74      0.71    57.00
5                  0.00    0.00      0.00     5.00
6                  0.68    0.81      0.74    42.00
7                  0.00    0.00      0.00    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.67    0.67      0.67     0.67
macro avg          0.22    0.27      0.24   225.00
weighted avg       0.55    0.67      0.60   225.00"
12,3,3,25.9852597117424,0.8960434383359449,8.045836329460144,1.005729541182518,0.75,0.5647511506903092,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    14.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.71    0.90      0.79    86.00
4                  0.74    0.86      0.80    57.00
5                  0.00    0.00      0.00     5.00
6                  0.87    0.81      0.84    42.00
7                  0.82    0.69      0.75    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.75    0.75      0.75     0.75
macro avg          0.35    0.36      0.35   225.00
weighted avg       0.67    0.75      0.70   225.00"
13,3,4,19.174756482243538,0.6611984993877082,7.345510423183441,0.9181888028979301,0.75,0.5715922964138024,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    14.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.68    0.92      0.78    86.00
4                  0.79    0.79      0.79    57.00
5                  0.00    0.00      0.00     5.00
6                  0.86    0.86      0.86    42.00
7                  0.90    0.69      0.78    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.75    0.75      0.75     0.75
macro avg          0.36    0.36      0.36   225.00
weighted avg       0.67    0.75      0.70   225.00"
14,3,5,14.818309172987938,0.5109761783788944,6.95796000957489,0.8697450011968613,0.74,0.5721253950364708,"              precision  recall  f1-score  support
0                  0.25    0.07      0.11    14.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     1.00
3                  0.70    0.91      0.79    86.00
4                  0.76    0.79      0.78    57.00
5                  0.00    0.00      0.00     5.00
6                  0.87    0.79      0.82    42.00
7                  0.75    0.69      0.72    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.74    0.74      0.74     0.74
macro avg          0.37    0.36      0.36   225.00
weighted avg       0.68    0.74      0.70   225.00"
15,4,1,51.47246444225311,1.7749125669742454,10.916592478752136,1.364574059844017,0.57,0.3441857186771144,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    14.00
1                  0.00    0.00      0.00     2.00
2                  0.00    0.00      0.00     1.00
3                  0.50    0.92      0.64    86.00
4                  0.75    0.77      0.76    57.00
5                  0.00    0.00      0.00     5.00
6                  0.71    0.12      0.20    42.00
7                  0.00    0.00      0.00    12.00
8                  0.00    0.00      0.00     6.00
accuracy           0.57    0.57      0.57     0.57
macro avg          0.22    0.20      0.18   225.00
weighted avg       0.51    0.57      0.48   225.00"
16,4,2,35.956999242305756,1.2398965255967502,8.314820766448975,1.0393525958061218,0.68,0.43842548604362297,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    14.00
1                  0.00    0.00      0.00     2.00
2                  0.00    0.00      0.00     1.00
3                  0.67    0.84      0.74    86.00
4                  0.73    0.75      0.74    57.00
5                  0.00    0.00      0.00     5.00
6                  0.64    0.88      0.74    42.00
7                  0.00    0.00      0.00    12.00
8                  0.00    0.00      0.00     6.00
accuracy           0.68    0.68      0.68     0.68
macro avg          0.23    0.27      0.25   225.00
weighted avg       0.56    0.68      0.61   225.00"
17,4,3,25.932704836130142,0.894231201245867,7.311181902885437,0.9138977378606796,0.71,0.48446762251909314,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    14.00
1                  0.00    0.00      0.00     2.00
2                  0.00    0.00      0.00     1.00
3                  0.67    0.87      0.76    86.00
4                  0.79    0.79      0.79    57.00
5                  0.00    0.00      0.00     5.00
6                  0.69    0.83      0.75    42.00
7                  0.80    0.33      0.47    12.00
8                  0.00    0.00      0.00     6.00
accuracy           0.71    0.71      0.71     0.71
macro avg          0.33    0.31      0.31   225.00
weighted avg       0.63    0.71      0.66   225.00"
18,4,4,19.448168709874153,0.6706265072370398,6.937350392341614,0.8671687990427017,0.7,0.48212908260324006,"              precision  recall  f1-score  support
0                  0.50    0.07      0.12     14.0
1                  0.00    0.00      0.00      2.0
2                  0.00    0.00      0.00      1.0
3                  0.70    0.79      0.74     86.0
4                  0.71    0.86      0.78     57.0
5                  0.00    0.00      0.00      5.0
6                  0.75    0.79      0.77     42.0
7                  0.58    0.58      0.58     12.0
8                  0.00    0.00      0.00      6.0
accuracy           0.70    0.70      0.70      0.7
macro avg          0.36    0.34      0.33    225.0
weighted avg       0.65    0.70      0.66    225.0"
19,4,5,14.784215293824673,0.5098005273732645,7.4180591106414795,0.9272573888301849,0.72,0.5379734437291183,"              precision  recall  f1-score  support
0                  0.50    0.14      0.22    14.00
1                  0.00    0.00      0.00     2.00
2                  0.00    0.00      0.00     1.00
3                  0.79    0.74      0.77    86.00
4                  0.63    0.93      0.75    57.00
5                  0.00    0.00      0.00     5.00
6                  0.81    0.81      0.81    42.00
7                  0.64    0.75      0.69    12.00
8                  0.00    0.00      0.00     6.00
accuracy           0.72    0.72      0.72     0.72
macro avg          0.37    0.38      0.36   225.00
weighted avg       0.68    0.72      0.69   225.00"
20,5,1,52.741984844207764,1.8186891325588883,11.441885113716125,1.4302356392145157,0.47,0.15544012441022406,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     2.00
3                  0.43    1.00      0.61    86.00
4                  0.78    0.25      0.37    57.00
5                  0.00    0.00      0.00     5.00
6                  0.67    0.14      0.24    42.00
7                  0.00    0.00      0.00    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.47    0.47      0.47     0.47
macro avg          0.21    0.15      0.13   225.00
weighted avg       0.49    0.47      0.37   225.00"
21,5,2,37.12652385234833,1.2802249604258045,7.8214351534843445,0.9776793941855431,0.69,0.4270584097947701,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     2.00
3                  0.73    0.81      0.77    86.00
4                  0.71    0.84      0.77    57.00
5                  0.00    0.00      0.00     5.00
6                  0.61    0.88      0.72    42.00
7                  0.00    0.00      0.00    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.69    0.69      0.69     0.69
macro avg          0.23    0.28      0.25   225.00
weighted avg       0.57    0.69      0.62   225.00"
22,5,3,27.518702268600464,0.9489207678827746,6.484539806842804,0.8105674758553505,0.74,0.512244000455572,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     2.00
3                  0.70    0.86      0.77    86.00
4                  0.79    0.88      0.83    57.00
5                  0.00    0.00      0.00     5.00
6                  0.75    0.86      0.80    42.00
7                  0.67    0.46      0.55    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.74    0.74      0.74     0.74
macro avg          0.32    0.34      0.33   225.00
weighted avg       0.65    0.74      0.69   225.00"
23,5,4,20.810238122940063,0.717594418032416,6.284546956419945,0.7855683695524931,0.73,0.5376101045195281,"              precision  recall  f1-score  support
0                  0.00    0.00      0.00    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     2.00
3                  0.76    0.74      0.75    86.00
4                  0.67    0.98      0.80    57.00
5                  0.00    0.00      0.00     5.00
6                  0.83    0.83      0.83    42.00
7                  0.67    0.77      0.71    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.73    0.73      0.73     0.73
macro avg          0.33    0.37      0.34   225.00
weighted avg       0.66    0.73      0.69   225.00"
24,5,5,15.719072043895721,0.542036967030887,5.580807268619537,0.6976009085774422,0.76,0.5797722568950912,"              precision  recall  f1-score  support
0                  0.60    0.23      0.33    13.00
1                  0.00    0.00      0.00     1.00
2                  0.00    0.00      0.00     2.00
3                  0.74    0.85      0.79    86.00
4                  0.79    0.88      0.83    57.00
5                  0.00    0.00      0.00     5.00
6                  0.78    0.83      0.80    42.00
7                  0.69    0.69      0.69    13.00
8                  0.00    0.00      0.00     6.00
accuracy           0.76    0.76      0.76     0.76
macro avg          0.40    0.39      0.38   225.00
weighted avg       0.70    0.76      0.72   225.00"
